Rank;TZ;DAIO;Yr;mvts;;;
High;Egypt;AD;2023;147,751;;;
Low;Egypt;AD;2023;145,893;;;
Base;Egypt;AD;2024;177,958;;;
High;Egypt;AD;2024;182,421;;;
Low;Egypt;AD;2024;172,770;;;
Base;Egypt;AD;2025;182,005;;;
High;Egypt;AD;2025;189,721;;;
Low;Egypt;AD;2025;173,757;;;
Base;Egypt;AD;2026;186,573;;;
High;Egypt;AD;2026;197,196;;;
Low;Egypt;AD;2026;175,558;;;
Base;Egypt;AD;2027;190,999;;;
High;Egypt;AD;2027;204,760;;;
Low;Egypt;AD;2027;177,161;;;
Base;Egypt;AD;2028;195,633;;;
High;Egypt;AD;2028;212,565;;;
Low;Egypt;AD;2028;178,947;;;
Base;Egypt;AD;2029;199,475;;;
High;Egypt;AD;2029;219,742;;;
Low;Egypt;AD;2029;179,926;;;
Base;ESRA02;AD;2023;2,505,284;;;
High;ESRA02;AD;2023;2,519,892;;;
Low;ESRA02;AD;2023;2,489,700;;;
Base;ESRA02;AD;2024;2,782,707;;;
High;ESRA02;AD;2024;2,839,075;;;
Low;ESRA02;AD;2024;2,723,874;;;
Base;ESRA02;AD;2025;2,845,517;;;
High;ESRA02;AD;2025;2,954,117;;;
Low;ESRA02;AD;2025;2,738,895;;;
Base;ESRA02;AD;2026;2,916,194;;;
High;ESRA02;AD;2026;3,073,158;;;
Low;ESRA02;AD;2026;2,763,458;;;
Base;ESRA02;AD;2027;2,981,594;;;
High;ESRA02;AD;2027;3,187,806;;;
Low;ESRA02;AD;2027;2,781,804;;;
Base;ESRA02;AD;2028;3,049,140;;;
High;ESRA02;AD;2028;3,302,498;;;
Low;ESRA02;AD;2028;2,802,660;;;
Base;ESRA02;AD;2029;3,101,398;;;
High;ESRA02;AD;2029;3,403,600;;;
Low;ESRA02;AD;2029;2,809,027;;;
Base;ESRA08;AD;2010;1,815,416;;;
Base;ESRA08;AD;2011;1,883,114;;;
Base;ESRA08;AD;2012;1,915,848;;;
Base;ESRA08;AD;2013;1,961,523;;;
Base;ESRA08;AD;2014;2,009,335;;;
Base;ESRA08;AD;2015;2,004,334;;;
Base;ESRA08;AD;2016;2,003,039;;;
Base;ESRA08;AD;2017;2,174,782;;;
Base;ESRA08;AD;2018;2,340,774;;;
Base;ESRA08;AD;2019;2,422,394;;;
Base;ESRA08;AD;2020;1,009,065;;;
Base;ESRA08;AD;2021;1,271,410;;;
Base;ESRA08;AD;2022;1,841,932;;;
High;ESRA08;AD;2022;1,841,932;;;
Low;ESRA08;AD;2022;1,841,932;;;
Base;ESRA08;AD;2023;2,149,539;;;
High;ESRA08;AD;2023;2,163,586;;;
Low;ESRA08;AD;2023;2,134,759;;;
Base;ESRA08;AD;2024;2,395,963;;;
High;ESRA08;AD;2024;2,448,672;;;
Low;ESRA08;AD;2024;2,342,030;;;
Base;ESRA08;AD;2025;2,448,708;;;
High;ESRA08;AD;2025;2,546,693;;;
Low;ESRA08;AD;2025;2,353,742;;;
Base;ESRA08;AD;2026;2,508,835;;;
High;ESRA08;AD;2026;2,650,070;;;
Low;ESRA08;AD;2026;2,373,529;;;
Base;ESRA08;AD;2027;2,564,953;;;
High;ESRA08;AD;2027;2,750,164;;;
Low;ESRA08;AD;2027;2,388,181;;;
Base;ESRA08;AD;2028;2,623,050;;;
High;ESRA08;AD;2028;2,850,209;;;
Low;ESRA08;AD;2028;2,405,435;;;
Base;ESRA08;AD;2029;2,668,397;;;
High;ESRA08;AD;2029;2,939,120;;;
Low;ESRA08;AD;2029;2,410,754;;;
Base;Estonia;AD;2010;29,020;;;
Base;Estonia;AD;2011;34,560;;;
Base;Estonia;AD;2012;43,993;;;
Base;Estonia;AD;2013;32,658;;;
Base;Estonia;AD;2014;33,020;;;
Base;Estonia;AD;2015;35,681;;;
Base;Estonia;AD;2016;36,045;;;
Base;Estonia;AD;2017;40,062;;;
Base;Estonia;AD;2018;43,493;;;
Base;Estonia;AD;2019;42,157;;;
Base;Estonia;AD;2020;17,240;;;
Base;Estonia;AD;2021;20,663;;;
Base;Estonia;AD;2022;32,618;;;
High;Estonia;AD;2022;32,618;;;
Low;Estonia;AD;2022;32,618;;;
Base;Estonia;AD;2023;32,353;;;
High;Estonia;AD;2023;32,641;;;
Low;Estonia;AD;2023;32,054;;;
Base;Estonia;AD;2024;33,396;;;
High;Estonia;AD;2024;34,479;;;
Low;Estonia;AD;2024;32,235;;;
Base;Estonia;AD;2025;34,399;;;
High;Estonia;AD;2025;36,538;;;
Low;Estonia;AD;2025;32,236;;;
Base;Estonia;AD;2026;35,398;;;
High;Estonia;AD;2026;38,405;;;
Low;Estonia;AD;2026;32,426;;;
Base;Estonia;AD;2027;36,278;;;
High;Estonia;AD;2027;40,202;;;
Low;Estonia;AD;2027;32,492;;;
Base;Estonia;AD;2028;37,132;;;
High;Estonia;AD;2028;41,987;;;
Low;Estonia;AD;2028;32,545;;;
Base;Estonia;AD;2029;37,742;;;
High;Estonia;AD;2029;43,549;;;
Low;Estonia;AD;2029;32,380;;;
Base;EU27;AD;2019;3,787,379;;;
Base;EU27;AD;2020;1,476,276;;;
Base;EU27;AD;2021;1,755,057;;;
Base;EU27;AD;2022;2,977,496;;;
High;EU27;AD;2022;2,977,496;;;
Low;EU27;AD;2022;2,977,496;;;
Base;EU27;AD;2023;3,376,787;;;
High;EU27;AD;2023;3,400,596;;;
Low;EU27;AD;2023;3,351,686;;;
Base;EU27;AD;2024;3,674,365;;;
High;EU27;AD;2024;3,752,395;;;
Low;EU27;AD;2024;3,592,145;;;
Base;EU27;AD;2025;3,741,818;;;
High;EU27;AD;2025;3,890,843;;;
Low;EU27;AD;2025;3,594,898;;;
Base;EU27;AD;2026;3,825,508;;;
High;EU27;AD;2026;4,032,600;;;
Low;EU27;AD;2026;3,622,098;;;
Base;EU27;AD;2027;3,898,758;;;
High;EU27;AD;2027;4,161,278;;;
Low;EU27;AD;2027;3,637,821;;;
Base;EU27;AD;2028;3,973,393;;;
High;EU27;AD;2028;4,285,891;;;
Low;EU27;AD;2028;3,657,842;;;
Base;EU27;AD;2029;4,024,109;;;
High;EU27;AD;2029;4,387,255;;;
Low;EU27;AD;2029;3,655,499;;;
Base;FAB CE;AD;2010;642,948;;;
Base;FAB CE;AD;2011;648,996;;;
Base;FAB CE;AD;2012;605,727;;;
Base;FAB CE;AD;2013;589,039;;;
Base;FAB CE;AD;2014;592,199;;;
Base;FAB CE;AD;2015;607,643;;;
Base;FAB CE;AD;2016;623,164;;;
Base;FAB CE;AD;2017;659,285;;;
Base;FAB CE;AD;2018;709,909;;;
Base;FAB CE;AD;2019;745,821;;;
Base;FAB CE;AD;2020;282,900;;;
Base;FAB CE;AD;2021;351,686;;;
Base;FAB CE;AD;2022;580,068;;;
High;FAB CE;AD;2022;580,068;;;
Low;FAB CE;AD;2022;580,068;;;
Base;FAB CE;AD;2023;643,563;;;
High;FAB CE;AD;2023;648,890;;;
Low;FAB CE;AD;2023;638,079;;;
Base;FAB CE;AD;2024;696,651;;;
High;FAB CE;AD;2024;713,969;;;
Low;FAB CE;AD;2024;678,635;;;
Base;FAB CE;AD;2025;712,946;;;
High;FAB CE;AD;2025;746,156;;;
Low;FAB CE;AD;2025;679,906;;;
Base;FAB CE;AD;2026;733,124;;;
High;FAB CE;AD;2026;779,693;;;
Low;FAB CE;AD;2026;687,351;;;
Base;FAB CE;AD;2027;751,495;;;
High;FAB CE;AD;2027;811,662;;;
Low;FAB CE;AD;2027;692,701;;;
Base;FAB CE;AD;2028;769,087;;;
High;FAB CE;AD;2028;842,390;;;
Low;FAB CE;AD;2028;697,910;;;
Base;FAB CE;AD;2029;781,096;;;
High;FAB CE;AD;2029;867,765;;;
Low;FAB CE;AD;2029;697,996;;;
Base;FABEC;AD;2010;2,907,439;;;
Base;FABEC;AD;2011;3,032,738;;;
Base;FABEC;AD;2012;3,005,327;;;
Base;FABEC;AD;2013;2,984,085;;;
Base;FABEC;AD;2014;3,039,170;;;
Base;FABEC;AD;2015;3,111,343;;;
Base;FABEC;AD;2016;3,191,275;;;
Base;FABEC;AD;2017;3,308,840;;;
Base;FABEC;AD;2018;3,417,672;;;
Base;FABEC;AD;2019;3,445,015;;;
Base;FABEC;AD;2020;1,464,918;;;
Base;FABEC;AD;2021;1,824,888;;;
Base;FABEC;AD;2022;2,885,335;;;
High;FABEC;AD;2022;2,885,335;;;
Low;FABEC;AD;2022;2,885,335;;;
Base;FABEC;AD;2023;3,144,185;;;
High;FABEC;AD;2023;3,167,178;;;
Low;FABEC;AD;2023;3,118,969;;;
Base;FABEC;AD;2024;3,408,604;;;
High;FABEC;AD;2024;3,480,070;;;
Low;FABEC;AD;2024;3,330,452;;;
Base;FABEC;AD;2025;3,476,369;;;
High;FABEC;AD;2025;3,621,579;;;
Low;FABEC;AD;2025;3,334,269;;;
Base;FABEC;AD;2026;3,562,788;;;
High;FABEC;AD;2026;3,765,442;;;
Low;FABEC;AD;2026;3,364,357;;;
Base;FABEC;AD;2027;3,640,610;;;
High;FABEC;AD;2027;3,892,767;;;
Low;FABEC;AD;2027;3,383,237;;;
Base;FABEC;AD;2028;3,711,850;;;
High;FABEC;AD;2028;3,999,326;;;
Low;FABEC;AD;2028;3,404,233;;;
Base;FABEC;AD;2029;3,753,015;;;
High;FABEC;AD;2029;4,077,923;;;
Low;FABEC;AD;2029;3,397,316;;;
Base;Finland;AD;2010;140,214;;;
Base;Finland;AD;2011;159,190;;;
Base;Finland;AD;2012;151,278;;;
Base;Finland;AD;2013;145,881;;;
Base;Finland;AD;2014;145,470;;;
Base;Finland;AD;2015;144,941;;;
Base;Finland;AD;2016;143,747;;;
Base;Finland;AD;2017;154,354;;;
Base;Finland;AD;2018;168,899;;;
Base;Finland;AD;2019;172,400;;;
Base;Finland;AD;2020;61,726;;;
Base;Finland;AD;2021;60,246;;;
Base;Finland;AD;2022;119,680;;;
High;Finland;AD;2022;119,680;;;
Low;Finland;AD;2022;119,680;;;
Base;Finland;AD;2023;131,889;;;
High;Finland;AD;2023;132,832;;;
Low;Finland;AD;2023;130,914;;;
Base;Finland;AD;2024;142,700;;;
High;Finland;AD;2024;146,333;;;
Low;Finland;AD;2024;139,044;;;
Base;Finland;AD;2025;144,026;;;
High;Finland;AD;2025;150,668;;;
Low;Finland;AD;2025;137,593;;;
Base;Finland;AD;2026;145,903;;;
High;Finland;AD;2026;154,822;;;
Low;Finland;AD;2026;137,324;;;
Base;Finland;AD;2027;147,483;;;
High;Finland;AD;2027;158,703;;;
Low;Finland;AD;2027;136,774;;;
Base;Finland;AD;2028;148,993;;;
High;Finland;AD;2028;162,366;;;
Low;Finland;AD;2028;136,269;;;
Base;Finland;AD;2029;149,565;;;
High;Finland;AD;2029;165,027;;;
Low;Finland;AD;2029;134,933;;;
Base;France;AD;2010;1,035,943;;;
Base;France;AD;2011;1,087,201;;;
Base;France;AD;2012;1,073,550;;;
Base;France;AD;2013;1,053,966;;;
Base;France;AD;2014;1,061,677;;;
Base;France;AD;2015;1,078,066;;;
Base;France;AD;2016;1,103,868;;;
Base;France;AD;2017;1,129,731;;;
Base;France;AD;2018;1,151,051;;;
Base;France;AD;2019;1,174,512;;;
Base;France;AD;2020;477,907;;;
Base;France;AD;2021;615,415;;;
Base;France;AD;2022;1,021,275;;;
High;France;AD;2022;1,021,275;;;
Low;France;AD;2022;1,021,275;;;
Base;France;AD;2023;1,125,536;;;
High;France;AD;2023;1,136,730;;;
Low;France;AD;2023;1,113,893;;;
Base;France;AD;2024;1,234,391;;;
High;France;AD;2024;1,263,205;;;
Low;France;AD;2024;1,202,818;;;
Base;France;AD;2025;1,252,617;;;
High;France;AD;2025;1,300,410;;;
Low;France;AD;2025;1,199,639;;;
Base;France;AD;2026;1,276,715;;;
High;France;AD;2026;1,338,936;;;
Low;France;AD;2026;1,205,357;;;
Base;France;AD;2027;1,299,938;;;
High;France;AD;2027;1,371,635;;;
Low;France;AD;2027;1,209,760;;;
Base;France;AD;2028;1,323,749;;;
High;France;AD;2028;1,405,055;;;
Low;France;AD;2028;1,216,115;;;
Base;France;AD;2029;1,337,971;;;
High;France;AD;2029;1,431,601;;;
Low;France;AD;2029;1,215,010;;;
Base;Georgia;AD;2010;17,170;;;
Base;Georgia;AD;2011;20,196;;;
Base;Georgia;AD;2012;20,336;;;
Base;Georgia;AD;2013;23,388;;;
Base;Georgia;AD;2014;23,922;;;
Base;Georgia;AD;2015;25,445;;;
Base;Georgia;AD;2016;28,854;;;
Base;Georgia;AD;2017;38,473;;;
Base;Georgia;AD;2018;46,238;;;
Base;Georgia;AD;2019;45,407;;;
Base;Georgia;AD;2020;12,349;;;
Base;Georgia;AD;2021;27,874;;;
Base;Georgia;AD;2022;39,488;;;
High;Georgia;AD;2022;39,488;;;
Low;Georgia;AD;2022;39,488;;;
Base;Georgia;AD;2023;47,810;;;
High;Georgia;AD;2023;48,053;;;
Low;Georgia;AD;2023;47,552;;;
Base;Georgia;AD;2024;56,059;;;
High;Georgia;AD;2024;57,450;;;
Low;Georgia;AD;2024;54,717;;;
Base;Georgia;AD;2025;58,468;;;
High;Georgia;AD;2025;61,514;;;
Low;Georgia;AD;2025;55,674;;;
Base;Georgia;AD;2026;61,129;;;
High;Georgia;AD;2026;65,735;;;
Low;Georgia;AD;2026;57,022;;;
Base;Georgia;AD;2027;63,816;;;
High;Georgia;AD;2027;70,169;;;
Low;Georgia;AD;2027;58,315;;;
Base;Georgia;AD;2028;66,721;;;
High;Georgia;AD;2028;74,983;;;
Low;Georgia;AD;2028;59,748;;;
Base;Georgia;AD;2029;69,416;;;
High;Georgia;AD;2029;79,742;;;
Low;Georgia;AD;2029;60,919;;;
Base;Germany;AD;2010;1,531,993;;;
Base;Germany;AD;2011;1,579,921;;;
Base;Germany;AD;2012;1,558,934;;;
Base;Germany;AD;2013;1,526,540;;;
Base;Germany;AD;2014;1,535,318;;;
Base;Germany;AD;2015;1,565,513;;;
Base;Germany;AD;2016;1,603,359;;;
Base;Germany;AD;2017;1,653,447;;;
Base;Germany;AD;2018;1,722,260;;;
Base;Germany;AD;2019;1,717,573;;;
Base;Germany;AD;2020;724,242;;;
Base;Germany;AD;2021;873,144;;;
Base;Germany;AD;2022;1,335,630;;;
High;Germany;AD;2022;1,335,630;;;
Low;Germany;AD;2022;1,335,630;;;
Base;Germany;AD;2023;1,435,108;;;
High;Germany;AD;2023;1,445,195;;;
Low;Germany;AD;2023;1,423,220;;;
Base;Germany;AD;2024;1,563,552;;;
High;Germany;AD;2024;1,594,296;;;
Low;Germany;AD;2024;1,528,267;;;
Base;Germany;AD;2025;1,613,680;;;
High;Germany;AD;2025;1,678,746;;;
Low;Germany;AD;2025;1,541,525;;;
Base;Germany;AD;2026;1,670,219;;;
High;Germany;AD;2026;1,766,033;;;
Low;Germany;AD;2026;1,564,329;;;
Base;Germany;AD;2027;1,721,766;;;
High;Germany;AD;2027;1,845,978;;;
Low;Germany;AD;2027;1,581,379;;;
Base;Germany;AD;2028;1,761,809;;;
High;Germany;AD;2028;1,902,952;;;
Low;Germany;AD;2028;1,598,050;;;
Base;Germany;AD;2029;1,780,299;;;
High;Germany;AD;2029;1,938,560;;;
Low;Germany;AD;2029;1,595,472;;;
Base;Greece;AD;2010;222,220;;;
Base;Greece;AD;2011;233,305;;;
Base;Greece;AD;2012;214,822;;;
Base;Greece;AD;2013;220,726;;;
Base;Greece;AD;2014;252,112;;;
Base;Greece;AD;2015;263,884;;;
Base;Greece;AD;2016;283,572;;;
Base;Greece;AD;2017;303,421;;;
Base;Greece;AD;2018;339,049;;;
Base;Greece;AD;2019;339,591;;;
Base;Greece;AD;2020;132,600;;;
Base;Greece;AD;2021;237,561;;;
Base;Greece;AD;2022;347,205;;;
High;Greece;AD;2022;347,205;;;
Low;Greece;AD;2022;347,205;;;
Base;Greece;AD;2023;376,047;;;
High;Greece;AD;2023;378,420;;;
Low;Greece;AD;2023;373,696;;;
Base;Greece;AD;2024;381,625;;;
High;Greece;AD;2024;390,222;;;
Low;Greece;AD;2024;372,629;;;
Base;Greece;AD;2025;390,848;;;
High;Greece;AD;2025;409,195;;;
Low;Greece;AD;2025;372,678;;;
Base;Greece;AD;2026;403,156;;;
High;Greece;AD;2026;429,736;;;
Low;Greece;AD;2026;377,178;;;
Base;Greece;AD;2027;413,393;;;
High;Greece;AD;2027;448,370;;;
Low;Greece;AD;2027;379,606;;;
Base;Greece;AD;2028;422,018;;;
High;Greece;AD;2028;464,716;;;
Low;Greece;AD;2028;381,008;;;
Base;Greece;AD;2029;427,495;;;
High;Greece;AD;2029;477,920;;;
Low;Greece;AD;2029;379,584;;;
Base;Hungary;AD;2010;110,002;;;
Base;Hungary;AD;2011;114,224;;;
Base;Hungary;AD;2012;92,137;;;
Base;Hungary;AD;2013;88,328;;;
Base;Hungary;AD;2014;91,707;;;
Base;Hungary;AD;2015;97,147;;;
Base;Hungary;AD;2016;101,804;;;
Base;Hungary;AD;2017;109,431;;;
Base;Hungary;AD;2018;122,955;;;
Base;Hungary;AD;2019;130,877;;;
Base;Hungary;AD;2020;51,896;;;
Base;Hungary;AD;2021;59,736;;;
Base;Hungary;AD;2022;105,714;;;
High;Hungary;AD;2022;105,714;;;
Low;Hungary;AD;2022;105,714;;;
Base;Hungary;AD;2023;113,677;;;
High;Hungary;AD;2023;114,620;;;
Low;Hungary;AD;2023;112,677;;;
Base;Hungary;AD;2024;127,863;;;
High;Hungary;AD;2024;131,393;;;
Low;Hungary;AD;2024;124,167;;;
Base;Hungary;AD;2025;132,368;;;
High;Hungary;AD;2025;139,715;;;
Low;Hungary;AD;2025;125,172;;;
Base;Hungary;AD;2026;137,046;;;
High;Hungary;AD;2026;147,551;;;
Low;Hungary;AD;2026;126,980;;;
Base;Hungary;AD;2027;141,139;;;
High;Hungary;AD;2027;154,929;;;
Low;Hungary;AD;2027;128,154;;;
Base;Hungary;AD;2028;145,147;;;
High;Hungary;AD;2028;162,231;;;
Low;Hungary;AD;2028;129,296;;;
Base;Hungary;AD;2029;148,179;;;
High;Hungary;AD;2029;168,625;;;
Low;Hungary;AD;2029;129,544;;;
Base;Iceland;AD;2010;25,349;;;
Base;Iceland;AD;2011;28,400;;;
Base;Iceland;AD;2012;30,262;;;
Base;Iceland;AD;2013;32,903;;;
Base;Iceland;AD;2014;37,288;;;
Base;Iceland;AD;2015;42,626;;;
Base;Iceland;AD;2016;53,759;;;
Base;Iceland;AD;2017;65,282;;;
Base;Iceland;AD;2018;71,367;;;
Base;Iceland;AD;2019;56,670;;;
Base;Iceland;AD;2020;19,467;;;
Base;Iceland;AD;2021;28,859;;;
Base;Iceland;AD;2022;55,287;;;
High;Iceland;AD;2022;55,287;;;
Low;Iceland;AD;2022;55,287;;;
Base;Iceland;AD;2023;65,017;;;
High;Iceland;AD;2023;65,437;;;
Low;Iceland;AD;2023;64,564;;;
Base;Iceland;AD;2024;74,663;;;
High;Iceland;AD;2024;76,459;;;
Low;Iceland;AD;2024;72,776;;;
Base;Iceland;AD;2025;76,741;;;
High;Iceland;AD;2025;80,476;;;
Low;Iceland;AD;2025;73,130;;;
Base;Iceland;AD;2026;79,087;;;
High;Iceland;AD;2026;84,391;;;
Low;Iceland;AD;2026;74,036;;;
Base;Iceland;AD;2027;80,552;;;
High;Iceland;AD;2027;87,395;;;
Low;Iceland;AD;2027;74,124;;;
Base;Iceland;AD;2028;82,073;;;
High;Iceland;AD;2028;90,462;;;
Low;Iceland;AD;2028;74,276;;;
Base;Iceland;AD;2029;83,170;;;
High;Iceland;AD;2029;93,117;;;
Low;Iceland;AD;2029;74,046;;;
Base;Ireland;AD;2010;205,535;;;
Base;Ireland;AD;2011;213,039;;;
Base;Ireland;AD;2012;213,340;;;
Base;Ireland;AD;2013;216,883;;;
Base;Ireland;AD;2014;229,013;;;
Base;Ireland;AD;2015;241,726;;;
Base;Ireland;AD;2016;262,512;;;
Base;Ireland;AD;2017;270,166;;;
Base;Ireland;AD;2018;282,489;;;
Base;Ireland;AD;2019;288,174;;;
Base;Ireland;AD;2020;102,542;;;
Base;Ireland;AD;2021;105,178;;;
Base;Ireland;AD;2022;254,910;;;
High;Ireland;AD;2022;254,910;;;
Low;Ireland;AD;2022;254,910;;;
Base;Ireland;AD;2023;290,144;;;
High;Ireland;AD;2023;291,882;;;
Low;Ireland;AD;2023;288,333;;;
Base;Ireland;AD;2024;310,018;;;
High;Ireland;AD;2024;315,718;;;
Low;Ireland;AD;2024;303,953;;;
Base;Ireland;AD;2025;314,716;;;
High;Ireland;AD;2025;325,174;;;
Low;Ireland;AD;2025;304,093;;;
Base;Ireland;AD;2026;320,292;;;
High;Ireland;AD;2026;334,449;;;
Low;Ireland;AD;2026;305,840;;;
Base;Ireland;AD;2027;325,378;;;
High;Ireland;AD;2027;343,120;;;
Low;Ireland;AD;2027;307,026;;;
Base;Ireland;AD;2028;331,065;;;
High;Ireland;AD;2028;352,201;;;
Low;Ireland;AD;2028;308,835;;;
Base;Ireland;AD;2029;334,923;;;
High;Ireland;AD;2029;359,387;;;
Low;Ireland;AD;2029;308,903;;;
Base;Israel;AD;2010;84,394;;;
Base;Israel;AD;2011;89,025;;;
Base;Israel;AD;2012;87,489;;;
Base;Israel;AD;2013;94,693;;;
Base;Israel;AD;2014;102,452;;;
Base;Israel;AD;2015;109,730;;;
Base;Israel;AD;2016;120,352;;;
Base;Israel;AD;2017;139,389;;;
Base;Israel;AD;2018;155,480;;;
Base;Israel;AD;2019;162,662;;;
Base;Israel;AD;2020;50,596;;;
Base;Israel;AD;2021;67,764;;;
Base;Israel;AD;2022;134,985;;;
High;Israel;AD;2022;134,985;;;
Low;Israel;AD;2022;134,985;;;
Base;Israel;AD;2023;168,882;;;
High;Israel;AD;2023;169,935;;;
Low;Israel;AD;2023;167,787;;;
Base;Israel;AD;2024;185,036;;;
High;Israel;AD;2024;190,063;;;
Low;Israel;AD;2024;179,954;;;
Base;Israel;AD;2025;192,107;;;
High;Israel;AD;2025;202,137;;;
Low;Israel;AD;2025;182,480;;;
Base;Israel;AD;2026;199,921;;;
High;Israel;AD;2026;215,692;;;
Low;Israel;AD;2026;185,302;;;
Base;Israel;AD;2027;207,655;;;
High;Israel;AD;2027;229,735;;;
Low;Israel;AD;2027;187,805;;;
Base;Israel;AD;2028;215,439;;;
High;Israel;AD;2028;243,480;;;
Low;Israel;AD;2028;190,747;;;
Base;Israel;AD;2029;222,038;;;
High;Israel;AD;2029;256,354;;;
Low;Israel;AD;2029;192,526;;;
Base;Italy;AD;2010;824,873;;;
Base;Italy;AD;2011;846,851;;;
Base;Italy;AD;2012;829,562;;;
Base;Italy;AD;2013;810,607;;;
Base;Italy;AD;2014;830,915;;;
Base;Italy;AD;2015;859,812;;;
Base;Italy;AD;2016;902,019;;;
Base;Italy;AD;2017;934,494;;;
Base;Italy;AD;2018;978,158;;;
Base;Italy;AD;2019;1,013,314;;;
Base;Italy;AD;2020;351,524;;;
Base;Italy;AD;2021;473,271;;;
Base;Italy;AD;2022;857,598;;;
High;Italy;AD;2022;857,598;;;
Low;Italy;AD;2022;857,598;;;
Base;Italy;AD;2023;974,037;;;
High;Italy;AD;2023;980,982;;;
Low;Italy;AD;2023;966,809;;;
Base;Italy;AD;2024;1,075,262;;;
High;Italy;AD;2024;1,100,895;;;
Low;Italy;AD;2024;1,049,240;;;
Base;Italy;AD;2025;1,093,244;;;
High;Italy;AD;2025;1,145,277;;;
Low;Italy;AD;2025;1,044,163;;;
Base;Italy;AD;2026;1,111,431;;;
High;Italy;AD;2026;1,184,096;;;
Low;Italy;AD;2026;1,044,834;;;
Base;Italy;AD;2027;1,125,573;;;
High;Italy;AD;2027;1,218,259;;;
Low;Italy;AD;2027;1,041,840;;;
Base;Italy;AD;2028;1,138,166;;;
High;Italy;AD;2028;1,249,771;;;
Low;Italy;AD;2028;1,038,495;;;
Base;Italy;AD;2029;1,143,531;;;
High;Italy;AD;2029;1,273,896;;;
Low;Italy;AD;2029;1,029,073;;;
Base;Latvia;AD;2010;67,728;;;
Base;Latvia;AD;2011;72,403;;;
Base;Latvia;AD;2012;68,217;;;
Base;Latvia;AD;2013;67,193;;;
Base;Latvia;AD;2014;65,294;;;
Base;Latvia;AD;2015;67,594;;;
Base;Latvia;AD;2016;67,508;;;
Base;Latvia;AD;2017;74,007;;;
Base;Latvia;AD;2018;82,630;;;
Base;Latvia;AD;2019;86,089;;;
Base;Latvia;AD;2020;34,898;;;
Base;Latvia;AD;2021;38,289;;;
Base;Latvia;AD;2022;54,926;;;
High;Latvia;AD;2022;54,926;;;
Low;Latvia;AD;2022;54,926;;;
Base;Latvia;AD;2023;61,349;;;
High;Latvia;AD;2023;61,794;;;
Low;Latvia;AD;2023;60,899;;;
Base;Latvia;AD;2024;67,245;;;
High;Latvia;AD;2024;69,159;;;
Low;Latvia;AD;2024;65,399;;;
Base;Latvia;AD;2025;68,701;;;
High;Latvia;AD;2025;72,537;;;
Low;Latvia;AD;2025;65,244;;;
Base;Latvia;AD;2026;70,179;;;
High;Latvia;AD;2026;75,571;;;
Low;Latvia;AD;2026;65,464;;;
Base;Latvia;AD;2027;71,392;;;
High;Latvia;AD;2027;78,391;;;
Low;Latvia;AD;2027;65,427;;;
Base;Latvia;AD;2028;72,580;;;
High;Latvia;AD;2028;81,158;;;
Low;Latvia;AD;2028;65,419;;;
Base;Latvia;AD;2029;73,414;;;
High;Latvia;AD;2029;83,593;;;
Low;Latvia;AD;2029;65,094;;;
Base;Libya;AD;2023;11,786;;;
High;Libya;AD;2023;11,921;;;
Low;Libya;AD;2023;11,655;;;
Base;Libya;AD;2024;11,787;;;
High;Libya;AD;2024;12,265;;;
Low;Libya;AD;2024;11,356;;;
Base;Libya;AD;2025;12,206;;;
High;Libya;AD;2025;12,962;;;
Low;Libya;AD;2025;11,494;;;
Base;Libya;AD;2026;12,642;;;
High;Libya;AD;2026;13,630;;;
Low;Libya;AD;2026;11,699;;;
Base;Libya;AD;2027;13,086;;;
High;Libya;AD;2027;14,325;;;
Low;Libya;AD;2027;11,904;;;
Base;Libya;AD;2028;13,566;;;
High;Libya;AD;2028;15,080;;;
Low;Libya;AD;2028;12,129;;;
Base;Libya;AD;2029;13,998;;;
High;Libya;AD;2029;15,801;;;
Low;Libya;AD;2029;12,303;;;
Base;Lithuania;AD;2010;36,256;;;
Base;Lithuania;AD;2011;38,463;;;
Base;Lithuania;AD;2012;40,472;;;
Base;Lithuania;AD;2013;41,326;;;
Base;Lithuania;AD;2014;45,848;;;
Base;Lithuania;AD;2015;48,236;;;
Base;Lithuania;AD;2016;50,969;;;
Base;Lithuania;AD;2017;53,814;;;
Base;Lithuania;AD;2018;59,315;;;
Base;Lithuania;AD;2019;60,477;;;
Base;Lithuania;AD;2020;27,864;;;
Base;Lithuania;AD;2021;31,795;;;
Base;Lithuania;AD;2022;49,650;;;
High;Lithuania;AD;2022;49,650;;;
Low;Lithuania;AD;2022;49,650;;;
Base;Lithuania;AD;2023;51,495;;;
High;Lithuania;AD;2023;51,823;;;
Low;Lithuania;AD;2023;51,146;;;
Base;Lithuania;AD;2024;55,841;;;
High;Lithuania;AD;2024;57,227;;;
Low;Lithuania;AD;2024;54,313;;;
Base;Lithuania;AD;2025;57,599;;;
High;Lithuania;AD;2025;60,372;;;
Low;Lithuania;AD;2025;54,726;;;
Base;Lithuania;AD;2026;59,248;;;
High;Lithuania;AD;2026;63,081;;;
Low;Lithuania;AD;2026;55,348;;;
Base;Lithuania;AD;2027;60,387;;;
High;Lithuania;AD;2027;65,283;;;
Low;Lithuania;AD;2027;55,475;;;
Base;Lithuania;AD;2028;61,577;;;
High;Lithuania;AD;2028;67,541;;;
Low;Lithuania;AD;2028;55,668;;;
Base;Lithuania;AD;2029;62,376;;;
